Podcast_Name,Episode_Title,Episode_Length_minutes,Genre,Host_Popularity_percentage,Publication_Day,Publication_Time,Guest_Popularity_percentage,Number_of_Ads,Episode_Sentiment,Listening_Time_minutes
Current Affairs,Episode 64,,News,43.92,Wednesday,Night,47.88,0,Negative,24.02264482
Life Lessons,Episode 37,60.46,Lifestyle,21.02,Wednesday,Afternoon,54.76,3,Positive,46.34939477
Style Guide,Episode 50,19.63,Lifestyle,40.46,Wednesday,Night,94.6,3,Positive,18.58820459
Business Briefs,Episode 3,77.94,Business,47.37,Wednesday,Evening,74.81,1,Neutral,53.32166511
Criminal Minds,Episode 71,12.89,True Crime,96.8,Wednesday,Evening,74.32,1,Positive,
Detective Diaries,Episode 41,5.83,True Crime,23.77,Wednesday,Night,44.02,0,Positive,4.062571075
Lifestyle Lounge,Episode 30,,Lifestyle,63.98,Wednesday,Afternoon,74.71,0,Positive,26.07
Learning Lab,Episode 50,91.85,Education,25.23,Wednesday,Afternoon,55.03,2,Negative,74.23210932
Game Day,Episode 17,38.69,Sports,69.93,Wednesday,Morning,23.47,2,Positive,26.44568478
Daily Digest,Episode 86,102.08,News,40.26,Wednesday,Evening,25.69,3,Negative,64.90876027
Melody Mix,Episode 24,87.7,Music,71.56,Wednesday,Night,35.67,3,Negative,43.92277551
Funny Folks,Episode 88,5.1,Comedy,96.36,Wednesday,Night,96.18,3,Neutral,5.1
Daily Digest,Episode 71,39.22,News,86.24,Wednesday,Afternoon,5.31,1,Negative,18.72216209
Educational Nuggets,Episode 46,45.76,Education,78.25,Wednesday,Morning,81.18,1,Negative,27.12950284
Digital Digest,Episode 94,111.2,Technology,61.21,Wednesday,Morning,28.52,1,Positive,111.2
Finance Focus,Episode 17,24.92,Business,96.07,Wednesday,Morning,63.6,2,Positive,22.63654308
Fitness First,Episode 81,119.71,Health,28.99,Wednesday,Night,87.34,3,Positive,45.54459162
Global News,Episode 75,65.34,News,78.66,Wednesday,Evening,17.47,1,Neutral,41.73170659
Global News,Episode 29,24.16,News,46.97,Wednesday,Evening,18.35,2,Negative,20.08728872
Humor Hub,Episode 70,106.95,Comedy,99.57,Wednesday,Morning,51.11,3,Positive,84.66706962
Sound Waves,Episode 44,11.96,Music,80.23,Wednesday,Afternoon,97.35,3,Negative,11.96
Market Masters,Episode 54,92.61,Business,46.54,Wednesday,Afternoon,19.66,1,Positive,76.82233321
Wellness Wave,Episode 16,40.84,Health,95.18,Wednesday,Night,72.61,2,Negative,35.005981
Health Hour,Episode 87,32.49,Health,68.92,Wednesday,Night,14.89,1,Neutral,20.13933554
Money Matters,Episode 100,92.16,Business,38.65,Wednesday,Night,92.92,0,Positive,63.91709463
Style Guide,Episode 66,13.0,Lifestyle,91.96,Wednesday,Morning,47.64,2,Negative,13.0
Brain Boost,Episode 69,,Education,23.23,Wednesday,Evening,99.66,1,Negative,11.27105599
Tech Trends,Episode 7,34.57,Technology,44.46,Wednesday,Night,38.84,2,Positive,34.57
Funny Folks,Episode 54,32.19,Comedy,27.17,Wednesday,Night,80.09,2,Positive,27.62071229
Daily Digest,Episode 92,39.17,News,78.57,Wednesday,Afternoon,82.92,0,Positive,30.49191113
Gadget Geek,Episode 64,5.78,Technology,43.24,Wednesday,Morning,60.2,2,Neutral,
Study Sessions,Episode 81,56.7,Education,81.5,Wednesday,Afternoon,,1,Neutral,56.7
Sound Waves,Episode 2,,Music,48.13,Wednesday,Evening,88.33,1,Positive,57.91389753
Business Briefs,Episode 59,16.29,Business,69.31,Wednesday,Night,12.78,0,Neutral,16.29
Comedy Corner,Episode 41,30.27,Comedy,36.01,Wednesday,Night,35.37,3,Neutral,
Tech Trends,Episode 38,83.59,Technology,27.95,Wednesday,Evening,4.26,1,Positive,83.59
Life Lessons,Episode 49,97.45,Lifestyle,39.98,Wednesday,Night,38.63,0,Negative,80.2143968
Game Day,Episode 43,86.61,Sports,41.66,Wednesday,Evening,17.32,1,Positive,77.48901539
Learning Lab,Episode 61,7.83,Education,20.09,Wednesday,Morning,83.83,0,Neutral,6.258139846
Melody Mix,Episode 53,108.33,Music,66.55,Wednesday,Night,60.7,0,Negative,92.4929763
Digital Digest,Episode 21,21.09,Technology,56.52,Wednesday,Evening,10.93,1,Positive,13.77635452
Digital Digest,Episode 7,,Technology,85.1,Wednesday,Evening,0.67,0,Neutral,28.32704899
Mind & Body,Episode 87,27.36,Health,27.19,Wednesday,Afternoon,61.44,1,Negative,
Brain Boost,Episode 2,12.97,Education,79.1,Wednesday,Night,36.2,0,Positive,
Comedy Corner,Episode 30,91.58,Comedy,80.33,Wednesday,Morning,81.93,1,Neutral,69.66963993
Style Guide,Episode 30,105.03,Lifestyle,91.68,Wednesday,Afternoon,,2,Neutral,104.4897128
Innovators,Episode 38,108.0,Technology,77.6,Wednesday,Afternoon,37.13,2,Positive,108.0
Innovators,Episode 74,12.43,Technology,94.69,Wednesday,Morning,69.92,1,Negative,
Money Matters,Episode 2,49.81,Business,73.46,Wednesday,Evening,53.23,0,Positive,45.98212546
Fitness First,Episode 66,26.28,Health,87.55,Wednesday,Night,84.65,0,Positive,
Humor Hub,Episode 99,57.15,Comedy,61.52,Wednesday,Morning,,2,Neutral,36.58837926
World Watch,Episode 76,67.54,News,76.16,Wednesday,Evening,1.11,0,Neutral,49.97041456
Educational Nuggets,Episode 69,87.69,Education,85.7,Wednesday,Night,66.91,1,Negative,47.10310519
Home & Living,Episode 85,77.55,Lifestyle,35.65,Wednesday,Night,13.6,0,Positive,40.60751149
Business Briefs,Episode 13,36.36,Business,68.41,Wednesday,Night,44.53,0,Negative,34.41577552
Home & Living,Episode 43,71.06,Lifestyle,63.0,Wednesday,Evening,24.16,2,Neutral,69.14248386
Joke Junction,Episode 100,15.51,Comedy,42.58,Wednesday,Night,20.28,2,Positive,
Healthy Living,Episode 76,81.68,Health,41.9,Wednesday,Afternoon,,1,Positive,81.64329335
Lifestyle Lounge,Episode 60,25.35,Lifestyle,22.61,Wednesday,Evening,0.29,0,Neutral,
Global News,Episode 13,107.61,News,90.16,Wednesday,Night,71.13,3,Neutral,94.83164891
True Crime Stories,Episode 87,57.49,True Crime,64.03,Wednesday,Morning,68.72,1,Positive,
Tech Talks,Episode 57,32.01,Technology,78.24,Wednesday,Night,13.26,2,Negative,15.67751587
Mystery Matters,Episode 90,16.07,True Crime,80.02,Wednesday,Morning,7.93,0,Negative,
Funny Folks,Episode 21,105.14,Comedy,22.06,Wednesday,Evening,65.97,1,Positive,60.40200641
Joke Junction,Episode 86,56.77,Comedy,60.46,Wednesday,Morning,63.21,1,Positive,36.72628306
Tech Talks,Episode 79,94.1,Technology,80.93,Wednesday,Morning,19.45,1,Neutral,
Study Sessions,Episode 59,55.41,Education,87.13,Wednesday,Night,66.03,3,Positive,21.57908002
Daily Digest,Episode 9,118.48,News,47.39,Wednesday,Morning,45.33,3,Neutral,73.99578597
Global News,Episode 22,65.89,News,62.78,Wednesday,Night,51.47,3,Neutral,53.67541669
Fashion Forward,Episode 55,,Lifestyle,39.33,Wednesday,Afternoon,43.12,2,Neutral,6.827638812
Crime Chronicles,Episode 46,33.04,True Crime,77.29,Wednesday,Evening,76.81,3,Neutral,17.63011074
Game Day,Episode 47,10.45,Sports,88.21,Wednesday,Evening,92.08,2,Neutral,10.18412347
Brain Boost,Episode 24,91.7,Education,99.95,Wednesday,Morning,65.37,3,Neutral,50.16591617
Fitness First,Episode 37,31.98,Health,47.23,Wednesday,Morning,18.46,0,Positive,28.3628038
Music Matters,Episode 80,6.14,Music,95.85,Wednesday,Morning,26.58,1,Negative,0.0
Study Sessions,Episode 34,11.54,Education,49.75,Wednesday,Morning,28.95,1,Neutral,11.54
Tech Talks,Episode 27,19.43,Technology,21.09,Wednesday,Morning,42.48,1,Negative,
Study Sessions,Episode 47,5.3,Education,32.83,Wednesday,Evening,,1,Negative,0.0
Mystery Matters,Episode 42,12.14,True Crime,65.85,Wednesday,Night,19.22,0,Positive,8.275596768
Tech Talks,Episode 97,46.47,Technology,44.54,Wednesday,Afternoon,63.42,2,Neutral,33.67260312
Business Insights,Episode 9,36.35,Business,36.93,Wednesday,Night,52.1,3,Negative,21.42933098
Money Matters,Episode 17,33.55,Business,98.65,Wednesday,Night,78.39,3,Negative,21.80661056
Global News,Episode 24,,News,78.52,Wednesday,Night,69.53,2,Neutral,35.70230329
Sound Waves,Episode 28,16.61,Music,88.86,Wednesday,Afternoon,49.84,1,Neutral,11.48434533
Study Sessions,Episode 90,40.09,Education,25.45,Wednesday,Morning,61.78,3,Positive,40.09
Mind & Body,Episode 37,28.55,Health,46.24,Wednesday,Night,82.54,0,Positive,17.8751969
Market Masters,Episode 75,111.97,Business,33.26,Wednesday,Morning,31.32,0,Neutral,107.9217619
Educational Nuggets,Episode 51,23.4,Education,63.67,Wednesday,Evening,71.07,2,Positive,18.41345546
Money Matters,Episode 28,52.3,Business,43.12,Wednesday,Evening,66.15,3,Neutral,30.44285034
Fashion Forward,Episode 70,77.12,Lifestyle,69.36,Wednesday,Evening,66.15,2,Neutral,63.38153014
Sport Spot,Episode 6,48.76,Sports,29.8,Wednesday,Morning,6.65,3,Neutral,34.61242526
Digital Digest,Episode 2,52.18,Technology,49.48,Wednesday,Morning,14.26,2,Neutral,
Comedy Corner,Episode 95,59.53,Comedy,27.12,Wednesday,Night,,3,Negative,46.24675228
Criminal Minds,Episode 1,57.92,True Crime,58.87,Wednesday,Afternoon,,3,Positive,36.88465981
News Roundup,Episode 17,49.83,News,74.36,Wednesday,Night,29.03,0,Neutral,49.83
Current Affairs,Episode 76,66.4,News,69.43,Wednesday,Evening,34.15,2,Positive,
Melody Mix,Episode 91,81.52,Music,62.92,Wednesday,Morning,40.1,2,Positive,65.3054874
Business Briefs,Episode 45,54.67,Business,72.7,Wednesday,Evening,75.0,1,Positive,48.08083599
Sports Central,Episode 88,21.54,Sports,42.18,Wednesday,Morning,31.87,1,Positive,21.03080508
Digital Digest,Episode 59,88.2,Technology,23.69,Wednesday,Night,35.65,1,Negative,56.40703201
Digital Digest,Episode 13,75.04,Technology,82.83,Wednesday,Afternoon,62.75,3,Neutral,64.05079122
Humor Hub,Episode 11,81.06,Comedy,55.21,Wednesday,Afternoon,90.5,3,Negative,26.45203137
Funny Folks,Episode 50,66.19,Comedy,87.51,Wednesday,Afternoon,18.83,2,Negative,
Finance Focus,Episode 23,17.9,Business,38.37,Wednesday,Night,54.23,3,Neutral,17.9
Sound Waves,Episode 4,64.23,Music,43.63,Wednesday,Afternoon,,2,Positive,33.23010223
Fitness First,Episode 73,97.76,Health,95.74,Wednesday,Evening,,3,Neutral,80.72814043
Tech Trends,Episode 55,115.44,Technology,32.46,Wednesday,Morning,,3,Positive,88.36106026
Business Briefs,Episode 49,31.6,Business,89.8,Wednesday,Evening,39.24,2,Positive,
Fashion Forward,Episode 48,100.73,Lifestyle,33.67,Wednesday,Night,82.51,0,Positive,87.83728897
Criminal Minds,Episode 5,105.5,True Crime,72.87,Wednesday,Morning,60.55,0,Positive,90.31662502
Detective Diaries,Episode 10,56.31,True Crime,64.41,Wednesday,Afternoon,,0,Positive,42.74280667
Fashion Forward,Episode 56,35.6,Lifestyle,73.36,Wednesday,Night,88.86,1,Positive,33.95472404
Lifestyle Lounge,Episode 89,52.44,Lifestyle,52.92,Wednesday,Evening,77.77,1,Negative,48.22216915
Tech Trends,Episode 91,90.86,Technology,47.54,Wednesday,Afternoon,,0,Positive,89.26471447
Learning Lab,Episode 54,68.59,Education,45.36,Wednesday,Evening,,2,Positive,36.15342079
Brain Boost,Episode 20,71.66,Education,21.17,Wednesday,Afternoon,38.62,1,Positive,60.66706648
Wellness Wave,Episode 79,83.79,Health,83.46,Wednesday,Evening,,1,Positive,83.79
Digital Digest,Episode 7,,Technology,22.66,Wednesday,Morning,,1,Positive,51.33286543
Brain Boost,Episode 59,46.12,Education,34.85,Wednesday,Evening,22.12,3,Negative,20.65762583
Current Affairs,Episode 40,6.59,News,20.93,Wednesday,Evening,,2,Positive,0.0
Study Sessions,Episode 64,84.52,Education,87.37,Wednesday,Morning,18.91,1,Positive,73.69481772
Game Day,Episode 44,117.33,Sports,42.18,Wednesday,Morning,48.48,0,Positive,68.83462269
Healthy Living,Episode 14,,Health,32.02,Wednesday,Night,73.72,2,Neutral,21.54738526
Health Hour,Episode 46,70.36,Health,91.23,Wednesday,Morning,80.72,0,Negative,45.92774907
Educational Nuggets,Episode 36,63.97,Education,69.51,Wednesday,Morning,80.56,0,Neutral,34.70761198
Crime Chronicles,Episode 96,92.19,True Crime,68.67,Wednesday,Morning,,0,Neutral,56.9439818
Gadget Geek,Episode 96,116.82,Technology,71.23,Wednesday,Morning,33.66,2,Neutral,73.05738886
Sport Spot,Episode 89,15.02,Sports,98.12,Wednesday,Night,66.42,0,Negative,15.02
Healthy Living,Episode 93,84.32,Health,77.39,Wednesday,Evening,27.04,1,Neutral,49.78051802
Game Day,Episode 21,53.85,Sports,53.32,Wednesday,Morning,78.78,3,Positive,31.22521691
Mind & Body,Episode 62,13.64,Health,21.34,Wednesday,Night,41.59,2,Neutral,8.54035669
Sports Central,Episode 26,42.49,Sports,67.98,Wednesday,Night,60.14,1,Negative,36.76950284
Music Matters,Episode 23,49.78,Music,76.61,Wednesday,Night,0.61,1,Neutral,22.23528996
Global News,Episode 11,74.11,News,36.14,Wednesday,Afternoon,2.95,0,Positive,60.22802463
Digital Digest,Episode 31,11.13,Technology,30.59,Wednesday,Night,0.16,0,Positive,8.780627155
Tech Trends,Episode 37,115.31,Technology,91.48,Wednesday,Evening,62.15,2,Positive,115.31
Melody Mix,Episode 66,32.88,Music,84.54,Wednesday,Night,71.53,2,Positive,32.88
Tech Trends,Episode 63,25.51,Technology,30.39,Wednesday,Afternoon,97.22,2,Positive,
Detective Diaries,Episode 80,109.32,True Crime,70.67,Wednesday,Evening,85.07,0,Positive,57.04671941
Healthy Living,Episode 4,85.08,Health,89.31,Wednesday,Afternoon,22.17,0,Neutral,55.72088578
Funny Folks,Episode 8,100.05,Comedy,29.13,Wednesday,Night,4.37,0,Neutral,65.29319233
Educational Nuggets,Episode 96,46.57,Education,85.23,Wednesday,Night,59.38,3,Neutral,
Business Insights,Episode 58,107.43,Business,41.84,Wednesday,Morning,40.09,3,Neutral,68.98526274
Finance Focus,Episode 39,5.69,Business,98.35,Wednesday,Night,20.44,3,Neutral,5.17994718
Lifestyle Lounge,Episode 88,72.47,Lifestyle,88.16,Wednesday,Night,14.9,3,Negative,36.0920265
True Crime Stories,Episode 24,78.01,True Crime,66.39,Wednesday,Morning,26.82,2,Neutral,42.19655963
Gadget Geek,Episode 10,90.86,Technology,96.75,Wednesday,Morning,60.88,2,Negative,74.39718422
World Watch,Episode 95,21.41,News,46.31,Wednesday,Afternoon,29.61,1,Negative,19.50019862
Tune Time,Episode 64,79.28,Music,46.98,Wednesday,Afternoon,16.84,3,Negative,44.60576003
Humor Hub,Episode 81,13.16,Comedy,24.92,Wednesday,Morning,42.7,2,Neutral,
Educational Nuggets,Episode 64,94.24,Education,46.07,Wednesday,Night,67.13,3,Positive,66.60700131
Sports Central,Episode 91,30.69,Sports,89.66,Wednesday,Afternoon,94.62,1,Positive,18.74642658
Digital Digest,Episode 29,102.23,Technology,96.57,Wednesday,Night,,2,Positive,102.23
Digital Digest,Episode 18,66.93,Technology,41.36,Wednesday,Night,42.39,0,Positive,
Mystery Matters,Episode 59,50.67,True Crime,96.23,Wednesday,Morning,75.95,3,Positive,41.71503041
Comedy Corner,Episode 49,7.4,Comedy,91.19,Wednesday,Night,,3,Positive,7.4
Home & Living,Episode 36,59.62,Lifestyle,41.12,Wednesday,Morning,46.57,1,Negative,22.32040059
Mind & Body,Episode 66,38.02,Health,34.55,Wednesday,Evening,60.59,1,Neutral,37.54035152
Lifestyle Lounge,Episode 92,108.7,Lifestyle,35.28,Wednesday,Night,9.01,1,Negative,89.71708522
Tech Talks,Episode 88,74.3,Technology,70.53,Wednesday,Afternoon,46.62,2,Neutral,62.64549094
Detective Diaries,Episode 90,14.21,True Crime,53.78,Wednesday,Night,58.22,3,Neutral,14.21
Mystery Matters,Episode 82,77.95,True Crime,94.99,Wednesday,Morning,,3,Positive,53.75524026
True Crime Stories,Episode 90,99.84,True Crime,86.68,Wednesday,Night,82.1,0,Neutral,93.567628
Innovators,Episode 1,87.12,Technology,83.74,Wednesday,Night,18.02,0,Positive,75.90788432
Joke Junction,Episode 44,49.5,Comedy,93.93,Wednesday,Evening,0.87,0,Positive,45.03253038
Innovators,Episode 48,66.42,Technology,51.24,Wednesday,Afternoon,,1,Neutral,45.28099669
Detective Diaries,Episode 11,110.42,True Crime,26.6,Wednesday,Afternoon,82.96,1,Neutral,95.77221934
News Roundup,Episode 68,37.59,News,30.61,Wednesday,Morning,64.23,2,Positive,26.0109741
Music Matters,Episode 92,7.77,Music,99.12,Wednesday,Morning,82.16,0,Negative,0.0
Joke Junction,Episode 93,69.2,Comedy,81.79,Wednesday,Morning,55.0,3,Positive,
Gadget Geek,Episode 32,56.81,Technology,23.34,Wednesday,Morning,92.81,1,Neutral,39.8540879
Joke Junction,Episode 77,37.65,Comedy,88.0,Wednesday,Morning,41.74,3,Positive,
Fashion Forward,Episode 62,115.11,Lifestyle,87.19,Wednesday,Morning,42.69,3,Negative,70.62771125
Sports Weekly,Episode 27,88.19,Sports,56.97,Wednesday,Morning,,1,Neutral,51.77838642
Athlete's Arena,Episode 10,,Sports,62.96,Wednesday,Evening,38.33,2,Positive,95.5255811
Athlete's Arena,Episode 62,116.1,Sports,66.83,Wednesday,Night,47.74,2,Neutral,91.7844595
Healthy Living,Episode 81,21.22,Health,68.91,Wednesday,Afternoon,31.83,1,Negative,17.32069078
Comedy Corner,Episode 49,96.17,Comedy,33.32,Wednesday,Morning,71.34,1,Neutral,
Health Hour,Episode 34,87.72,Health,89.04,Wednesday,Morning,16.57,3,Positive,
Current Affairs,Episode 26,26.34,News,50.92,Wednesday,Night,58.17,1,Negative,26.34
Fashion Forward,Episode 79,109.08,Lifestyle,69.86,Wednesday,Afternoon,11.39,1,Negative,77.08577973
Tech Trends,Episode 12,102.01,Technology,97.32,Wednesday,Night,57.16,3,Neutral,80.66312265
Fashion Forward,Episode 15,94.15,Lifestyle,94.64,Wednesday,Morning,17.7,0,Neutral,
Joke Junction,Episode 52,,Comedy,83.12,Wednesday,Evening,31.15,2,Positive,63.27587719
Sports Weekly,Episode 43,63.36,Sports,45.24,Wednesday,Night,97.22,2,Positive,63.36
Style Guide,Episode 38,40.09,Lifestyle,59.91,Wednesday,Morning,88.63,1,Positive,31.37869884
Innovators,Episode 58,50.91,Technology,99.46,Wednesday,Night,40.18,2,Negative,50.91
Educational Nuggets,Episode 18,101.27,Education,54.44,Wednesday,Night,,3,Neutral,35.50478128
Mind & Body,Episode 4,34.95,Health,52.18,Wednesday,Morning,57.25,0,Neutral,21.85942756
Lifestyle Lounge,Episode 8,48.02,Lifestyle,36.14,Wednesday,Evening,94.82,2,Positive,36.26562096
Comedy Corner,Episode 64,,Comedy,68.93,Wednesday,Morning,,3,Neutral,0.0
Funny Folks,Episode 41,94.62,Comedy,64.16,Wednesday,Afternoon,49.73,0,Positive,94.62
Mystery Matters,Episode 34,45.17,True Crime,43.81,Wednesday,Evening,1.13,2,Positive,31.84733097
Current Affairs,Episode 60,60.96,News,45.17,Wednesday,Evening,95.73,3,Positive,24.63499861
Brain Boost,Episode 93,34.65,Education,55.95,Wednesday,Afternoon,67.99,3,Negative,31.50542091
Sound Waves,Episode 29,13.93,Music,54.5,Wednesday,Morning,96.44,1,Positive,
Tune Time,Episode 8,31.15,Music,77.03,Wednesday,Night,12.94,2,Positive,22.13591998
Crime Chronicles,Episode 48,34.24,True Crime,78.47,Wednesday,Afternoon,11.23,2,Negative,30.88184266
Mystery Matters,Episode 98,42.16,True Crime,89.25,Wednesday,Evening,43.47,0,Neutral,22.10625966
Health Hour,Episode 94,65.79,Health,47.92,Wednesday,Afternoon,33.09,3,Negative,61.78540218
Current Affairs,Episode 49,80.18,News,26.15,Wednesday,Evening,54.56,3,Negative,45.10130126
Mystery Matters,Episode 39,,True Crime,33.61,Wednesday,Night,23.02,0,Neutral,71.91166907
Fashion Forward,Episode 44,63.05,Lifestyle,77.34,Wednesday,Afternoon,78.09,1,Negative,52.17856857
Melody Mix,Episode 67,19.88,Music,55.54,Wednesday,Night,26.31,2,Neutral,11.41341148
Fitness First,Episode 71,14.93,Health,45.11,Wednesday,Morning,70.8,1,Positive,14.93
Criminal Minds,Episode 24,36.78,True Crime,26.31,Wednesday,Morning,,0,Positive,14.6491758
Joke Junction,Episode 46,57.09,Comedy,49.77,Wednesday,Evening,81.88,0,Neutral,52.86335523
Mind & Body,Episode 48,111.46,Health,57.48,Wednesday,Morning,29.29,1,Positive,84.60907108
Laugh Line,Episode 35,,Comedy,51.93,Wednesday,Morning,93.29,3,Negative,78.57810755
Sports Weekly,Episode 6,66.1,Sports,31.4,Wednesday,Afternoon,63.41,1,Neutral,42.12629513
Sound Waves,Episode 56,101.09,Music,77.66,Wednesday,Evening,35.65,3,Positive,65.6767285
Game Day,Episode 43,68.72,Sports,60.4,Wednesday,Evening,68.43,1,Neutral,48.35940004
Fashion Forward,Episode 53,6.39,Lifestyle,90.31,Wednesday,Evening,50.07,2,Positive,0.255637444
Criminal Minds,Episode 84,67.33,True Crime,51.84,Wednesday,Afternoon,29.83,3,Neutral,40.61417928
Learning Lab,Episode 62,37.75,Education,66.26,Wednesday,Morning,76.19,1,Neutral,26.71069687
Music Matters,Episode 50,11.81,Music,51.85,Wednesday,Afternoon,86.03,3,Neutral,11.81
Mind & Body,Episode 77,14.69,Health,40.17,Wednesday,Afternoon,74.35,2,Positive,11.61943255
Detective Diaries,Episode 32,113.33,True Crime,47.07,Wednesday,Afternoon,68.62,3,Negative,51.01459834
Fitness First,Episode 87,13.09,Health,92.0,Wednesday,Afternoon,76.4,0,Positive,13.09
Comedy Corner,Episode 73,95.75,Comedy,33.39,Wednesday,Afternoon,95.17,3,Positive,81.46682233
Humor Hub,Episode 20,109.85,Comedy,84.22,Wednesday,Morning,94.75,2,Positive,80.57026424
Tune Time,Episode 61,,Music,96.46,Wednesday,Afternoon,7.46,1,Positive,46.12194715
Music Matters,Episode 75,25.8,Music,96.93,Wednesday,Night,23.13,1,Negative,11.53679427
Joke Junction,Episode 92,102.39,Comedy,88.4,Wednesday,Night,85.96,1,Neutral,90.46441342
Business Insights,Episode 45,9.16,Business,62.52,Wednesday,Evening,79.92,2,Negative,9.16
Fashion Forward,Episode 64,,Lifestyle,36.21,Wednesday,Night,28.32,0,Negative,78.43082614
Global News,Episode 90,84.48,News,46.49,Wednesday,Evening,7.8,0,Negative,59.5091444
Brain Boost,Episode 62,,Education,65.29,Wednesday,Night,59.37,3,Negative,6.774011829
Innovators,Episode 45,13.21,Technology,55.42,Wednesday,Evening,42.58,0,Negative,5.277749872
Detective Diaries,Episode 99,25.46,True Crime,54.13,Wednesday,Evening,76.19,1,Neutral,8.707502227
Humor Hub,Episode 4,94.12,Comedy,34.19,Wednesday,Evening,67.87,1,Negative,52.19469775
World Watch,Episode 27,63.92,News,24.33,Wednesday,Night,,2,Neutral,38.88858852
